Número registre,Nom establiment,Codi tipus establiment,Tipus establiment,Codi establiment pare,Titular,Telèfon,Codi tipus de via,Tipus de via,Nom de la via,Número de la via,Quilòmetre,Bloc,Portal,Escala,Pis,Porta,Codi postal,Codi municipi,Municipi,Article municipi,Codi comarca,Comarca,Codi província,Província,Codi ABS,ABS,Codi sector sanitari,Sector sanitari,Codi regió sanitària,Regió sanitària,Longitud,Latitud,Georeferència
F08016280,"LOPEZ CLAVERIA,M.CONCEPCIO/SERRA LOPEZ,MIREIA/SERRA LOPEZ ELENA MARIA",F,Farmàcia,,"Ma. Concepción López Claveria (33,34%) ,Elena Ma. Serra López (33,33%) i Mireia Serra López (33,33%)",937884134,CT,CARRETERA,DE RELLINARS,298-300,,,,,,,08225,08279,TERRASSA,,40,VALLES OCCIDENTAL,08,BARCELONA,251,Terrassa - E,7843,Vallès Occidental Oest,78,Barcelona,2.003951239,41.577675255,POINT (2.003951239 41.577675255)
F43001068,"FORTUÑO BELTRAN, JORDI",F,Farmàcia,,"FORTUÑO BELTRAN, JORDI",977470010,CR,CARRER,VINT-I-VUIT,7,,,,,,,43894,43903,CAMARLES,,09,BAIX EBRE,43,TARRAGONA,328,L'Aldea - Camarles - l'Ampolla,6360,Terres de l'Ebre,63,Terres de l'Ebre,0.671932433,40.771396821,POINT (0.671932433 40.771396821)
V08533947,ÒPTICA BALMES,V,Òptica,,"Òptica Lausan, SCP",686609283,CR,CARRER,BALMES,403,,,,,,,08022,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,046,Barcelona - 05E,7850,Barcelona Sarrià - Sant Gervasi,78,Barcelona,2.138339494,41.407013853,POINT (2.138339494 41.407013853)
V08508813,ÒPTICA SAN ADRIÁN,V,Òptica,,José Martínez Martínez,,AV,AVINGUDA,CATALUNYA,17,,,,,,,08930,08194,SANT ADRIÀ DE BESÒS,,13,BARCELONES,08,BARCELONA,311,Sant Adrià de Besòs - 1,7867,Barcelonès Nord i Maresme,78,Barcelona,2.216582178,41.432053161,POINT (2.216582178 41.432053161)
A08562401,L'ÒPTICA DEL MERCAT,A,Audiopròtesi,,VALLES VISIO OPTICA SL,937296373,CR,CARRER,PINTOR MURILLO,85,,,,,,,08210,08252,BARBERÀ DEL VALLÈS,,40,VALLES OCCIDENTAL,08,BARCELONA,320,Barberà del Vallès,7844,Vallès Occidental Est,78,Barcelona,2.124385974,41.517763992,POINT (2.124385974 41.517763992)
F08012380,"MASSANA GASPÀ, SILVIA",F,Farmàcia,,Silvia Massana Gaspà,933050901,CR,CARRER,PERPINYA,25,,,,,,,08019,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,074,Barcelona - 10D,7847,Barcelona Sant Martí,78,Barcelona,2.214964424,41.419032605,POINT (2.214964424 41.419032605)
V08714012,COTTET OPTICS,V,Òptica,,SOCIEDAD ANÓNIMA COTTET,935677817,RB,RAMBLA,CATALUNYA,127,,,,,,,08008,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,025,Barcelona - 02E,7851,Barcelona Eixample,78,Barcelona,2.155119703,41.395665112,POINT (2.155119703 41.395665112)
V08514373,"ÒPTICA LENTILUX, S.L.",V,Òptica,,"ÒPTICA LENTILUX, S.L.",,CR,CARRER,VERGE DE MONTSERRAT,80,,,,,,,0,08301,VILADECANS,,11,BAIX LLOBREGAT,08,BARCELONA,000,No informat,0000,Desconegut,00,No informat,2.020807422,41.315893973,POINT (2.020807422 41.315893973)
F43002368,"ICART DE BOFARULL, ANNA",F,Farmàcia,,"ICART DE BOFARULL, ANNA",977641050,CR,CARRER,MONTSERRAT,13,,,,,,,43761,43111,LA POBLA DE MONTORNÈS,,36,TARRAGONES,43,TARRAGONA,257,Torredembarra,6258,Tarragonès - Baix Penedès,62,Camp de Tarragona,1.416055654,41.176505983,POINT (1.416055654 41.176505983)
R43000272,BONASTRE,R,Farmaciola,F43001780,,,CR,CARRER,ESGLESIA,14,,,,,,,43884,43030,BONASTRE,,12,BAIX PENEDES,43,TARRAGONA,257,Torredembarra,6258,Tarragonès - Baix Penedès,62,Camp de Tarragona,1.440174241,41.221580423,POINT (1.440174241 41.221580423)
V08504223,MULTIÓPTICAS JUMIR,V,Òptica,,"Òptica Jumir, SL",,RB,RAMBLA,GUIPUSCOA,94,,,,,,,08020,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,331,Barcelona - 10J,7847,Barcelona Sant Martí,78,Barcelona,2.200049134,41.418211692,POINT (2.200049134 41.418211692)
F08015536,"HIDALGO SANTOS, SÍLVIA",F,Farmàcia,,SILVIA HIDALGO SANTOS,,AV,AVINGUDA,ONZE DE SETEMBRE,7,,,,,,,08170,08136,MONTORNÈS DEL VALLÈS,,41,VALLES ORIENTAL,08,BARCELONA,164,Montornès - Montmeló,7842,Vallès Oriental,78,Barcelona,2.263540929,41.542476512,POINT (2.263540929 41.542476512)
P08712047,ORTOCLÍNIC 2.0,P,Ortopèdia,,Montserrat Albericio Chueca,934661955,CR,CARRER,IRLANDA,74,,,,,,,08922,08245,SANTA COLOMA DE GRAMEN,,13,BARCELONES,08,BARCELONA,222,Santa Coloma de Gramenet - 1,7867,Barcelonès Nord i Maresme,78,Barcelona,2.21430067,41.449165386,POINT (2.21430067 41.449165386)
F08012863,"TRIAS BANYERES, JORDI",F,Farmàcia,,Jordi Trias Banyeres,933075067,PG,PASSATGE,ANTONI GASSOL,22,,,,,,,08018,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,331,Barcelona - 10J,7847,Barcelona Sant Martí,78,Barcelona,2.196290217,41.413139503,POINT (2.196290217 41.413139503)
A08707921,AURAL,A,Audiopròtesi,,Widex Audífonos SA,936398142,CR,CARRER,Sant Sebastià,19,,,,,,,08800,08307,VILANOVA I LA GELTRÚ,,17,GARRAF,08,BARCELONA,317,Vilanova i la Geltrú - 2,7865,Alt Penedès - Garraf,78,Barcelona,1.726738227,41.223586262,POINT (1.726738227 41.223586262)
F08024121,"AUBETS DURAN, MARIA MERCE",F,Farmàcia,,Mª Mercè Aubets Duran,937846984,CR,CARRER,CAMÍ DE LA FONT DE LES CANYES,9,,,,,,,08227,08279,TERRASSA,,40,VALLES OCCIDENTAL,08,BARCELONA,252,Terrassa - F,7843,Vallès Occidental Oest,78,Barcelona,2.030816072,41.579558186,POINT (2.030816072 41.579558186)
F08010633,"SANTIGOSA BOSCH, NURIA",F,Farmàcia,,Nuria Santigosa Bosch,932310608,CR,CARRER,VALENCIA,621,,,,,,,08026,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,077,Barcelona - 10G,7847,Barcelona Sant Martí,78,Barcelona,2.187314918,41.410864231,POINT (2.187314918 41.410864231)
F08014420,"MORENO GALLARDO, NÚRIA",F,Farmàcia,,Núria Moreno Gallardo,935680899,CR,CARRER,FEDERICO GARCIA LORCA,3-4,,,,,,,08170,08136,MONTORNÈS DEL VALLÈS,,41,VALLES ORIENTAL,08,BARCELONA,164,Montornès - Montmeló,7842,Vallès Oriental,78,Barcelona,2.267053426,41.553818646,POINT (2.267053426 41.553818646)
F08006203,THOMAS PALLEROLA/EGEA THOMAS,F,Farmàcia,,"Marisol Thomas Pallerola (50%) , Ma. Sonsoles Egea Thomas (25%) i Lourdes (25%)",932314208,CR,CARRER,MALLORCA,554,,,,,,,08026,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,075,Barcelona - 10E,7847,Barcelona Sant Martí,78,Barcelona,2.183021111,41.409046318,POINT (2.183021111 41.409046318)
V08558853,EIXAMPLE VISIÓ,V,Òptica,,,932322525,CR,CARRER,DIPUTACIO,415-419,,,,,,,08013,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,030,Barcelona - 02J,7851,Barcelona Eixample,78,Barcelona,2.177907907,41.398678602,POINT (2.177907907 41.398678602)
F08001501,"FONTRODONA DURAN, CLAUDIA",F,Farmàcia,,Claudia Fontrodona Duran,935310842,CR,CARRER,"GIBRALTAR ( ACCÉS RIERA DE PREMIA, 16)",2-4,,,,,,,08330,08172,PREMIÀ DE MAR,,21,MARESME,08,BARCELONA,186,Premià de Mar,7867,Barcelonès Nord i Maresme,78,Barcelona,2.357930585,41.489802608,POINT (2.357930585 41.489802608)
F08011066,"RELAT VIDAL, JORDI",F,Farmàcia,,Jordi Relat Vidal,937161065,AV,AVINGUDA,MATADEPERA,7,,,,,,,08207,08187,SABADELL,,40,VALLES OCCIDENTAL,08,BARCELONA,193,Sabadell - 3A,7844,Vallès Occidental Est,78,Barcelona,2.090535044,41.563616218,POINT (2.090535044 41.563616218)
V08555443,OPTICALIA SANT ADRIÀ,V,Òptica,,"Manufacturas Ópticas Nomar, SL",,AV,AVINGUDA,CATALUNYA,32,,,,,,,08930,08194,SANT ADRIÀ DE BESÒS,,13,BARCELONES,08,BARCELONA,311,Sant Adrià de Besòs - 1,7867,Barcelonès Nord i Maresme,78,Barcelona,2.216989817,41.431619864,POINT (2.216989817 41.431619864)
V17541994,FEDEROPTICS ORIOL,V,Òptica,,,972701024,PL,PLAÇA,ANSELM CLAVE,3,,,,,,,17500,17147,RIPOLL,,31,RIPOLLES,17,GIRONA,187,Ripoll - Sant Joan de les Abadesses,6461,Girona Nord,64,Girona,2.190736754,42.200473916,POINT (2.190736754 42.200473916)
P08725014,FARMÀCIA MONTSERRAT ESPONA GRIFOL,P,Ortopèdia,F08000949,Montserrat Espona Grifol,938507203,PS,PASSEIG,SANT JOAN,115,,,,,,,08560,08112,MANLLEU,,24,OSONA,08,BARCELONA,144,Manlleu,6745,Osona,67,Catalunya Central,2.285353455,42.002222893,POINT (2.285353455 42.002222893)
F08003298,"BUSQUET MASIP, CARLES",F,Farmàcia,,Carles Busquet Masip,933450667,CR,CARRER,PONS I GALLARZA,92,,,,,,,08030,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,395,Barcelona - 09H,7855,Barcelona Sant Andreu,78,Barcelona,2.185048594,41.435625178,POINT (2.185048594 41.435625178)
F08008842,"BARNI, CLAUDIO",F,Farmàcia,,CLAUDIO BARNI,932038493,CR,CARRER,JORDI GIRONA,2,,,,,,,08034,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,041,Barcelona - 04C,7848,Barcelona Les Corts,78,Barcelona,2.112584345,41.387048085,POINT (2.112584345 41.387048085)
A08559631,VISTAOPTICA,A,Audiopròtesi,,"B2B OPTICAL, SL",935861034,PS,PASSEIG,FRANCESC MACIA,68,,,,,,,08191,08184,RUBÍ,,40,VALLES OCCIDENTAL,08,BARCELONA,310,Rubí - 2,7843,Vallès Occidental Oest,78,Barcelona,2.031647278,41.491507509,POINT (2.031647278 41.491507509)
F08001558,"SELVA MARTI, JOSEP M.",F,Farmàcia,,Josep Ma. Selva Martí,936921809,CR,CARRER,CALVARI,3,,,,,,,08291,08180,RIPOLLET,,40,VALLES OCCIDENTAL,08,BARCELONA,386,Ripollet - 1,7844,Vallès Occidental Est,78,Barcelona,2.156253329,41.496767474,POINT (2.156253329 41.496767474)
V08715672,NEUROVISIÓ,V,Òptica,,"CENTRE D'INTEGRACIÓ VISUAL, SCP",938722130,AV,AVINGUDA,DOLORS,38,,,,,2n,,08243,08113,MANRESA,,07,BAGES,08,BARCELONA,147,Manresa - 3,6763,Solsonès - Bages - Berguedà,67,Catalunya Central,1.823717137,41.726145264,POINT (1.823717137 41.726145264)
V08517335,OPTIVALL CANYELLES,V,Òptica,,Maria Cristina  Peregrín Ferré,,CR,CARRER,ANTONIO MACHADO,4,,,,,,,08042,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,062,Barcelona - 08F,7854,Barcelona Nou Barris,78,Barcelona,2.163125814,41.441432569,POINT (2.163125814 41.441432569)
F08023671,"QUINTANA CAÑELLAS, ELISABET",F,Farmàcia,,Elisabet Quintana Cañellas,938662582,CT,CARRETERA,BARCELONA,11,,,,,,,08189,08239,SANT QUIRZE SAFAJA,,42,MOIANÈS,08,BARCELONA,159,Moià,6763,Solsonès - Bages - Berguedà,67,Catalunya Central,2.152394035,41.727346346,POINT (2.152394035 41.727346346)
A08559328,GAES CENTRES AUDITIUS,A,Audiopròtesi,,"AMPLIFON IBERICA, SAU",937136227,AV,AVINGUDA,MATADEPERA,109,,,,,,,08207,08187,SABADELL,,40,VALLES OCCIDENTAL,08,BARCELONA,193,Sabadell - 3A,7844,Vallès Occidental Est,78,Barcelona,2.08909313,41.566327985,POINT (2.08909313 41.566327985)
V08561800,IT OPTICS,V,Òptica,,"MERCIONOVA, SL",,CR,CARRER,ROSELLO,171,,,,,,,08036,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,025,Barcelona - 02E,7851,Barcelona Eixample,78,Barcelona,2.153599956,41.39062403,POINT (2.153599956 41.39062403)
A08710272,IT OPTICS,A,Audiopròtesi,,"MERCIONOVA, SL",683160636,CR,CARRER,LLOBREGOS,126,,,,,,,08032,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,054,Barcelona - 07D,7853,Barcelona Horta - Guinardó,78,Barcelona,2.155896516,41.42429075,POINT (2.155896516 41.42429075)
V25562754,FEDERÒPTICS MIL 1986,V,Òptica,,XAVIER VIVAS S.L,608623486,CR,CARRER,PRESIDENT LLUIS COMPANYS,10,,,,,,,25003,25120,LLEIDA,,33,SEGRIA,25,LLEIDA,136,Lleida - 2 Ronda - Mariola,6156,Lleida,61,Lleida,0.617952319,41.61212348,POINT (0.617952319 41.61212348)
P08711639,"ROCA VERS, MONTSERRAT/ROCA VERS, ELISENDA",P,Ortopèdia,F08004661,Montserrat Roca Vers i Elisenda Roca Vers,934235625,PL,PLAÇA,STA MADRONA,8-9,,,,,,,08004,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,033,Barcelona - 03B,7849,Barcelona Sants - Montjuïc,78,Barcelona,2.171182239,41.375564874,POINT (2.171182239 41.375564874)
V08515899,ÒPTICA PUTXET,V,Òptica,,Javier Moltó Ribes,,CR,CARRER,FREDERIC SOLER,6,,,,,,,0,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,000,No informat,0000,Desconegut,00,No informat,2.138215831,41.40528159,POINT (2.138215831 41.40528159)
F08012775,"BARDERA JUNCOSA, PEDRO",F,Farmàcia,,PERE BARDERA JUNCOSA,934588267,CR,CARRER,ROGER DE FLOR,303,,,,,,,08025,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,047,Barcelona - 06A,7852,Barcelona Gràcia,78,Barcelona,2.164192184,41.405024161,POINT (2.164192184 41.405024161)
F17000378,"SOLER PORTELL, JOSEP",F,Farmàcia,,JOSEP SOLER PORTELL,972500299,CR,CARRER,NOU,22,,,,,,,17600,17066,FIGUERES,,02,ALT EMPORDA,17,GIRONA,119,Figueres,6461,Girona Nord,64,Girona,2.963176044,42.26560268,POINT (2.963176044 42.26560268)
V08535493,OPTICA OFTALMICA POBLE NOU,V,Òptica,,"ÒPTICA OFTÀLMICA POBLE NOU, SL",,CR,CARRER,BAC DE RODA,44,,,,,,,08019,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,072,Barcelona - 10B,7847,Barcelona Sant Martí,78,Barcelona,2.207811041,41.404783438,POINT (2.207811041 41.404783438)
F08023230,"GOL ORFILA, JOSEP ORIOL",F,Farmàcia,,Josep Oriol Gol Orfila,938158003,CR,CARRER,TORRE D'ENVEJA,39-43,,,,,,,08800,08307,VILANOVA I LA GELTRÚ,,17,GARRAF,08,BARCELONA,316,Vilanova i la Geltrú - 1,7865,Alt Penedès - Garraf,78,Barcelona,1.711500972,41.223256658,POINT (1.711500972 41.223256658)
F25018311,"COLL SERRES, CARME",F,Farmàcia,,"COLL SERRES, CARME",973322296,PL,PLAÇA,CATALUNYA,3,,,,,,,25263,25176,PREIXANA,,38,URGELL,25,LLEIDA,081,Bellpuig,6156,Lleida,61,Lleida,1.038928505,41.606140541,POINT (1.038928505 41.606140541)
F08014050,"LLAMAS QUINTANA.M.INMACULADA/PALOP TORELLO, EDUARD",F,Farmàcia,,M. Inmaculada Llamas Quintana i Eduard Palop Torelló,938034191,CR,CARRER,NOVA,3,,,,,,,08710,08250,SANTA MARGARIDA DE MON,,06,ANOIA,08,BARCELONA,229,Santa Margarida de Montbui,6735,Anoia,67,Catalunya Central,1.608230779,41.573423313,POINT (1.608230779 41.573423313)
A08754657,ÒPTICA ORTOPÈDIA AUDIOLOGIA SANT JORDI,A,Audiopròtesi,,"GIBERT MASRIERA, SL",936630125,PS,PASSEIG,Pi i Margall,15,,,,,,,08750,08123,MOLINS DE REI,,11,BAIX LLOBREGAT,08,BARCELONA,160,Molins de Rei,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.019304933,41.409964401,POINT (2.019304933 41.409964401)
V08715841,ÒPTICA CARDÚS,V,Òptica,,Ma. Rosa Cardús Llongueres (50%) i  Maria Inés Cardús Llongueres (50%),936885523,CR,CARRER,FRANCESC PEREZ CABRERO,9,,,,,PB,2,08021,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,042,Barcelona - 05A,7850,Barcelona Sarrià - Sant Gervasi,78,Barcelona,2.139766727,41.394055102,POINT (2.139766727 41.394055102)
F08012990,"VENTURA MISERACHS, ALBERT",F,Farmàcia,,Albert Ventura Miserachs,933710890,CR,CARRER,MOLI,22,,,,,,,08950,08077,ESPLUGUES DE LLOBREGAT,,11,BAIX LLOBREGAT,08,BARCELONA,116,Esplugues de Llobregat - 1,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.097910769,41.371087226,POINT (2.097910769 41.371087226)
V08535782,ARCVISION,V,Òptica,,"ARCVISION, SL",932618989,RB,RAMBLA,MARINA,308,,,,,,I,08907,08101,HOSPITALET DE LLOBRE,L',13,BARCELONES,08,BARCELONA,299,L'Hospitalet de Llobregat - 12 Bellvitge,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.110842945,41.353117312,POINT (2.110842945 41.353117312)
F08022332,"FONT-QUER ROSET, NÚRIA",F,Farmàcia,,NÚRIA FONT-QUER ROSET,936740512,CR,CARRER,MANUEL FARRES,95,,,,,,,08173,08205,SANT CUGAT DEL VALLÈS,,40,VALLES OCCIDENTAL,08,BARCELONA,390,Sant Cugat del Vallès - 3,7843,Vallès Occidental Oest,78,Barcelona,2.070865443,41.473859111,POINT (2.070865443 41.473859111)
V08533601,L'ÒPTICA UNIVERSITÀRIA,V,Òptica,,"ÒPTICA DEL PENEDÈS, S.L.",932601220,PL,PLAÇA,BONANOVA,3 BIS,,,,,,,08022,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,046,Barcelona - 05E,7850,Barcelona Sarrià - Sant Gervasi,78,Barcelona,2.133947599,41.406781441,POINT (2.133947599 41.406781441)
F08001050,"ALIER CARRION, TERESA",F,Farmàcia,,Teresa Alier Carrion,938721984,PL,PLAÇA,INFANTS,2,,,,,,,08241,08113,MANRESA,,07,BAGES,08,BARCELONA,145,Manresa - 1,6763,Solsonès - Bages - Berguedà,67,Catalunya Central,1.827099846,41.725011946,POINT (1.827099846 41.725011946)
F08021875,"CARDONA REGADA, ARTUR",F,Farmàcia,,Artur Cardona Regada,937741013,CR,CARRER,DEL SERRAL,1,,,,,,,08769,08066,CASTELLVÍ DE ROSANES,,11,BAIX LLOBREGAT,08,BARCELONA,360,Martorell rural,7831,Baix Llobregat Nord,78,Barcelona,1.899950351,41.45024892,POINT (1.899950351 41.45024892)
F08011370,"SANCHEZ BLAZQUEZ, PERE",F,Farmàcia,,"SANCHEZ BLAZQUEZ, PERE",933500290,CR,CARRER,MAS DURAN,43,,,,,,,08042,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,403,Barcelona - 08L,7854,Barcelona Nou Barris,78,Barcelona,2.177935713,41.444122027,POINT (2.177935713 41.444122027)
V43563042,ÒPTICA INNOVA,V,Òptica,,"Salom Capella, SCP",,CR,CARRER,DANIEL MANGRANE,23-25,,,,,,,0,43155,TORTOSA,,09,BAIX EBRE,43,TARRAGONA,000,No informat,0000,Desconegut,00,No informat,0.511326525,40.825228356,POINT (0.511326525 40.825228356)
F08014370,"GARCIA GONZALEZ, JUAN",F,Farmàcia,,Juan García Gonzàlez,933774339,CR,CARRER,NARCÍS MONTURIOL,10,,,,,,,08940,08073,CORNELLÀ DE LLOBREGAT,,11,BAIX LLOBREGAT,08,BARCELONA,108,Cornellà de Llobregat - 1,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.065956473,41.354993569,POINT (2.065956473 41.354993569)
R43000106,PLA DE MANLLEU,R,Farmaciola,F43002784,,6384390,CR,CARRER,ST.CRISTOFOL,1,,,,,,,43815,43001,AIGUAMÚRCIA,,01,ALT CAMP,43,TARRAGONA,262,Alt Camp Est,6257,Alt Camp - Conca de Barberà,62,Camp de Tarragona,1.501498255,41.367675394,POINT (1.501498255 41.367675394)
A08709654,L'ÒPTICA UNIVERSITÀRIA,A,Audiopròtesi,,"ÒPTICA DEL PENEDÈS, S.L.",932601220,RB,RAMBLA,EGARA,140,,,,,,,08221,08279,TERRASSA,,40,VALLES OCCIDENTAL,08,BARCELONA,247,Terrassa - A,7843,Vallès Occidental Oest,78,Barcelona,2.007654904,41.561205224,POINT (2.007654904 41.561205224)
F08016586,"BRAVO SAMANIEGO, MARIA",F,Farmàcia,,Maria Bravo Samaniego,934225794,CR,CARRER,ESTERAS,28,,,,,,,08028,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,036,Barcelona - 03E,7849,Barcelona Sants - Montjuïc,78,Barcelona,2.129440537,41.370887747,POINT (2.129440537 41.370887747)
V08758605,GAFAS.ES TERRASSA,V,Òptica,,"GAFAS EN RED DE ÓPTICAS, SLU",639854376,AV,AVINGUDA,DE JOSEP TARRADELLAS,11,,,,,,,08225,08279,TERRASSA,,40,VALLES OCCIDENTAL,08,BARCELONA,251,Terrassa - E,7843,Vallès Occidental Oest,78,Barcelona,2.003841441,41.570047179,POINT (2.003841441 41.570047179)
V08540599,ÒPTICA NOVA,V,Òptica,,Sebastià Chaler Rodriguez,,CR,CARRER,CALABRIA,15,,,,,,,08530,08088,LA GARRIGA,,41,VALLES ORIENTAL,08,BARCELONA,121,La Garriga,7842,Vallès Oriental,78,Barcelona,2.285634597,41.686172793,POINT (2.285634597 41.686172793)
V08715055,L'ÒPTICA UNIVERSITÀRIA,V,Òptica,,"ÒPTICA DEL PENEDÈS, S.L.",932601220,CR,CARRER,DEL MAR,75,,,,,,,08911,08015,BADALONA,,13,BARCELONES,08,BARCELONA,273,Badalona - 02,7867,Barcelonès Nord i Maresme,78,Barcelona,2.248936574,41.450029706,POINT (2.248936574 41.450029706)
F08015462,"PEREZ SAÑES,MIRIAM",F,Farmàcia,,MIRIAM PÉREZ SAÑES,937989706,CR,CARRER,CREU ROJA,3,,,,,,,08304,08121,MATARÓ,,21,MARESME,08,BARCELONA,155,Mataró - 4,7867,Barcelonès Nord i Maresme,78,Barcelona,2.441213444,41.548764304,POINT (2.441213444 41.548764304)
R08000466,PERAFITA,R,Farmaciola,F08020462,,,PL,PLAÇA,MAJOR,3,,,,,,,08589,08160,PERAFITA,,24,OSONA,08,BARCELONA,185,Lluçanès,6745,Osona,67,Catalunya Central,2.106842343,42.042405413,POINT (2.106842343 42.042405413)
A08709020,"SECCIÓ AUDIOPRÒTESIS FARMÀCIA VIVAS VALLS, JOAN/VIVAS BALLABRIGA, IGNASI",A,Audiopròtesi,F08013715,Ignasi Vivas Ballabriga (70%) i Joan Vivas Valls (30%),937623897,CR,CARRER,DR. BERTOMEU,41,,,,,,,08397,08163,PINEDA DE MAR,,21,MARESME,08,BARCELONA,325,Pineda de Mar,6462,Girona Sud,64,Girona,2.682582486,41.625996881,POINT (2.682582486 41.625996881)
F17001413,"MASSAGUER TABERNER, EDUARD",F,Farmàcia,,"MASSAGUER TABERNER, EDUARD",972771375,CR,CARRER,PORT,28,,,,,,,17130,17062,ESCALA,L',02,ALT EMPORDA,17,GIRONA,114,L'Escala,6461,Girona Nord,64,Girona,3.134129727,42.125059852,POINT (3.134129727 42.125059852)
F08711300,ZAYAS SANZA JOSE MARIA,F,Farmàcia,,Josep M. Zayas Sanza,930277573,CR,CARRER,FRANCESC MACIÀ,6,,,,,,,08780,08157,PALLEJÀ,,11,BAIX LLOBREGAT,08,BARCELONA,367,Pallejà,7831,Baix Llobregat Nord,78,Barcelona,1.999303735,41.42228498,POINT (1.999303735 41.42228498)
F08016836,"BLADE VINAIXA, M PILAR",F,Farmàcia,,Ma. Pilar Bladé Vinaixa,933864749,AV,AVINGUDA,GENERALITAT,76,,,,,,,08922,08245,SANTA COLOMA DE GRAMEN,,13,BARCELONES,08,BARCELONA,225,Santa Coloma de Gramenet - 4,7867,Barcelonès Nord i Maresme,78,Barcelona,2.210732067,41.44711542,POINT (2.210732067 41.44711542)
F08001893,"CALM NOGUES, JOSEP Ma./CALM NOGUES,ROSALIA",F,Farmàcia,,Josep Ma. Calm Noguès i Rosalia Calm Noguès,936662912,CR,CARRER,SANTA CREU,16,,,,,,,08980,08211,SANT FELIU DE LLOBREGA,,11,BAIX LLOBREGAT,08,BARCELONA,210,Sant Feliu de Llobregat - 2,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.04677394,41.385873651,POINT (2.04677394 41.385873651)
V08550533,VISTAOPTICA,V,Òptica,,"B2B OPTICAL, SL",,AV,AVINGUDA,MATADEPERA,105,,,,,,,08207,08187,SABADELL,,40,VALLES OCCIDENTAL,08,BARCELONA,193,Sabadell - 3A,7844,Vallès Occidental Est,78,Barcelona,2.089147674,41.566228077,POINT (2.089147674 41.566228077)
F08022903,"GRILLO DORCA, JOAN",F,Farmàcia,,Joan Grillo Dorca,936360416,CR,CARRER,PINTOR SERRA SANTA,17,,,,,,,08860,08056,CASTELLDEFELS,,11,BAIX LLOBREGAT,08,BARCELONA,365,Castelldefels - 1,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,1.974902807,41.281350614,POINT (1.974902807 41.281350614)
V08529676,ALAIN AFFLELOU OPTICO,V,Òptica,,"SURA VISION, SLU",636732538,CR,CARRER,FRANCESC MACIA,17,,,,,BA,,08830,08200,SANT BOI DE LLOBREGAT,,11,BAIX LLOBREGAT,08,BARCELONA,205,Sant Boi de Llobregat - 4,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.040740177,41.342442722,POINT (2.040740177 41.342442722)
F08000480,"FELIU TORRENT, IMMACULADA",F,Farmàcia,,Immaculada Feliu Torrent,938810182,CR,CARRER,SOCOS,2,,,,,,,08540,08067,CENTELLES,,24,OSONA,08,BARCELONA,102,Centelles,6745,Osona,67,Catalunya Central,2.218924734,41.797263458,POINT (2.218924734 41.797263458)
F43002745,"VALLS CUCURELLA, MIREIA/LOBACO VALLS, CRISTINA",F,Farmàcia,,"VALLS CUCURELLA, MIREIA i CRISTINA LOBACO VALLS",977369003,RB,RAMBLA,JAUME I,17,,,,,,,43850,43038,CAMBRILS,,08,BAIX CAMP,43,TARRAGONA,091,Cambrils,6259,Baix Camp - Priorat,62,Camp de Tarragona,1.058775683,41.067023669,POINT (1.058775683 41.067023669)
F17002128,"PEREZ GONZALEZ, ANTONIA",F,Farmàcia,,"PÉREZ GONZÁLEZ, ANTONIA",972469003,CT,CARRETERA,GIRONA,27,,,,,,,17242,17142,QUART,,20,GIRONES,17,GIRONA,100,Cassà de la Selva,6462,Girona Sud,64,Girona,2.842339211,41.935389875,POINT (2.842339211 41.935389875)
